v_single	v_exponential	v_powerlaw	n_R_single	n_R_exponential	n_R_powerlaw
2.889999999999988411e-02	1.188999999999992320e-02	2.889999999999988411e-02	3.562381253958165850e+00	1.725063158811731778e+00	1.856584659912999058e+01
2.899999999999988698e-02	1.189999999999992279e-02	2.899999999999988698e-02	3.594249201277919692e+00	1.726559092891397196e+00	2.018110236220278964e+01
2.909999999999988290e-02	1.190999999999992238e-02	2.909999999999988290e-02	3.626692456479652993e+00	1.728058684831007774e+00	2.210880829015298943e+01
2.919999999999988577e-02	1.191999999999992198e-02	2.919999999999988577e-02	3.659726740403346223e+00	1.729561948063291776e+00	2.444933078393593107e+01
2.929999999999988169e-02	1.192999999999992157e-02	2.929999999999988169e-02	3.693368351936927141e+00	1.731068896086830566e+00	2.735117773018891540e+01
2.939999999999988456e-02	1.193999999999992116e-02	2.939999999999988456e-02	3.727634194830975023e+00	1.732579542466462064e+00	3.104379562043323304e+01
2.949999999999988048e-02	1.194999999999992076e-02	2.949999999999988048e-02	3.762541806020025970e+00	1.734093900833687307e+00	3.590140845069757347e+01
2.959999999999988335e-02	1.195999999999992035e-02	2.959999999999988335e-02	3.798109385550263006e+00	1.735611984887080572e+00	4.257859531771673289e+01
2.969999999999987927e-02	1.196999999999991994e-02	2.969999999999987927e-02	3.834355828220815887e+00	1.737133808392703704e+00	5.233333333331898984e+01
2.979999999999988214e-02	1.197999999999991953e-02	2.979999999999988214e-02	3.871300757054327413e+00	1.738659385184520456e+00	6.793048128339917469e+01
2.989999999999987806e-02	1.198999999999991913e-02	2.989999999999987806e-02	3.908964558721288896e+00	1.740188729164817261e+00	9.686259541979747212e+01
2.999999999999988093e-02	1.199999999999991872e-02	2.999999999999988093e-02	3.947368421052586562e+00	1.741721854304623562e+00	1.689999999998537135e+02
3.009999999999987685e-02	1.200999999999991831e-02	3.009999999999987685e-02	3.986534372785210945e+00	1.743258774644139475e+00	6.663684210502381120e+02
